id,sha,author_date,status,score,updated_at
Blue-12,a79df65...b16,2020-02-03T00:58:09Z,new,,2020-02-03 00:59:02.175 UTC
Blue-12,2286622...46c,2020-02-03T04:43:18Z,new,,2020-02-03 04:45:03.289 UTC
Blue-12,b4c35d8...16e,2020-02-03T05:04:23Z,new,,2020-02-03 05:05:03.653 UTC
Blue-12,9c46cd0...e44,2020-02-03T05:29:23Z,new,,2020-02-03 05:31:02.787 UTC
Blue-10,aa99229...06a,2020-02-02T06:50:01Z,new,,2020-02-02 06:51:01.927 UTC
Blue-10,123c502...fcf,2020-02-02T07:22:26Z,new,,2020-02-02 07:23:01.998 UTC
Blue-10,e46f1d2...76e,2020-02-02T08:35:17Z,new,,2020-02-02 08:37:02.495 UTC
Blue-10,717f2c9...877,2020-02-02T09:44:50Z,new,,2020-02-02 09:47:02.322 UTC
Blue-10,d9a9068...06c,2020-02-02T10:20:10Z,new,,2020-02-02 10:21:02.194 UTC
Blue-16,a99b196...c63,2020-02-01T18:58:38Z,new,,2020-02-01 18:59:01.895 UTC
Blue-16,b8730ad...a5e,2020-02-01T19:05:40Z,new,,2020-02-01 19:07:02.297 UTC
Red-05,875a278...21e,2020-02-03T02:33:11Z,new,,2020-02-03 02:35:03.502 UTC
Red-05,cfbfd01...1ba,2020-02-03T02:52:56Z,new,,2020-02-03 02:53:03.430 UTC
Red-05,232d5ca...d72,2020-02-03T03:39:02Z,new,,2020-02-03 03:41:03.030 UTC
Red-05,c2f6af9...447,2020-02-03T04:40:38Z,new,,2020-02-03 04:41:02.844 UTC
Red-12,93a5aac...1c8,2020-01-29T19:35:25Z,new,,2020-01-29 19:57:01.825 UTC
Red-12,910396f...c37,2020-01-29T19:54:32Z,new,,2020-01-29 19:57:01.825 UTC
Blue-06,ad760ad...3fc,2020-01-30T13:36:49Z,new,,2020-01-30 13:37:01.820 UTC
Blue-06,b39650e...e89,2020-01-30T13:42:51Z,new,,2020-01-30 13:43:01.910 UTC
Yellow-07,0b8e967...810,2020-02-02T09:09:07Z,new,,2020-02-02 09:23:02.105 UTC
Yellow-07,49a6967...eda,2020-02-03T21:00:56Z,new,,2020-02-03 21:01:02.735 UTC
Yellow-07,33e937f...227,2020-02-03T21:26:41Z,new,,2020-02-03 21:27:03.426 UTC
Yellow-07,9b79083...cc2,2020-02-04T06:07:24Z,new,,2020-02-04 06:23:03.187 UTC
Yellow-07,1036851...f23,2020-02-04T06:26:22Z,new,,2020-02-04 06:27:07.055 UTC
Yellow-07,744490f...92a,2020-02-04T06:44:21Z,new,,2020-02-04 06:47:03.414 UTC
Yellow-07,a4d1081...47b,2020-02-04T06:46:19Z,new,,2020-02-04 06:47:03.414 UTC
Red-14,6d6586d...b0b,2020-02-03T21:29:08Z,new,,2020-02-03 21:31:02.656 UTC
Red-14,3b5ece2...326,2020-02-03T22:17:25Z,new,,2020-02-03 22:19:02.145 UTC
Red-14,8ea4b37...624,2020-02-03T22:21:50Z,new,,2020-02-03 22:23:03.253 UTC
Red-14,c0ba660...867,2020-02-05T19:14:49Z,new,,2020-02-05 19:15:03.272 UTC
Red-14,2fc88f0...8b3,2020-02-06T02:00:19Z,new,,2020-02-06 02:01:02.719 UTC
Red-14,57a4ea1...2d9,2020-02-06T07:10:53Z,new,,2020-02-06 07:12:02.772 UTC
Red-14,a40d245...5f8,2020-02-06T07:25:50Z,new,,2020-02-06 07:27:03.408 UTC
Blue-00,69d260c...474,2020-02-01T00:59:47Z,new,,2020-02-01 01:01:01.479 UTC
Blue-00,f8ffccb...c23,2020-02-01T02:29:28Z,new,,2020-02-01 02:31:01.456 UTC
Yellow-12,35d5099...b61,2020-02-03T10:02:59Z,new,,2020-02-03 10:05:03.295 UTC
Yellow-12,ea23527...7b1,2020-02-05T08:01:30Z,new,,2020-02-05 08:03:03.545 UTC
Yellow-12,ee7a0e3...132,2020-02-05T08:07:59Z,new,,2020-02-05 08:09:02.179 UTC
Red-10,f14a2c8...fc9,2020-02-01T01:36:10Z,new,,2020-02-01 01:37:01.939 UTC
Yellow-03,3606868...942,2020-02-03T23:28:54Z,new,,2020-02-04 00:19:02.164 UTC
Yellow-03,263ab3c...7e9,2020-02-03T23:29:28Z,new,,2020-02-04 00:19:02.164 UTC
Yellow-03,2f4b700...08f,2020-02-03T23:38:47Z,new,,2020-02-04 00:19:02.164 UTC
Yellow-03,2b5ac46...ed0,2020-02-04T00:00:59Z,new,,2020-02-04 00:19:02.164 UTC
Yellow-03,e81ebd2...9e2,2020-02-04T00:18:23Z,new,,2020-02-04 00:19:02.164 UTC
Red-04,d8271eb...ba6,2020-01-29T23:21:02Z,new,,2020-01-29 23:24:01.637 UTC
Red-04,c9e8a40...acd,2020-01-30T07:58:36Z,new,,2020-01-30 07:59:01.543 UTC
Red-04,a070d29...e9a,2020-01-30T09:16:08Z,new,,2020-01-30 09:33:02.004 UTC
Red-04,cec0f14...219,2020-01-30T09:30:09Z,new,,2020-01-30 09:33:02.004 UTC
Red-04,3eca83c...2d3,2020-01-30T09:43:27Z,new,,2020-01-30 09:45:01.866 UTC
Blue-14,f659b77...105,2020-01-30T00:32:36Z,new,,2020-01-30 00:36:01.230 UTC
Blue-14,8d1601d...bb5,2020-01-30T00:33:00Z,new,,2020-01-30 00:36:01.230 UTC
Blue-14,074d478...a04,2020-01-30T00:33:23Z,new,,2020-01-30 00:36:01.230 UTC
Blue-14,5fc2f42...222,2020-01-30T01:47:31Z,new,,2020-01-30 02:33:02.499 UTC
Blue-14,3d9bd1d...8fc,2020-01-30T02:15:32Z,new,,2020-01-30 02:33:02.499 UTC
Blue-14,ebb0083...549,2020-01-30T02:32:23Z,new,,2020-01-30 02:33:02.499 UTC
Blue-14,600aad6...c8f,2020-01-30T07:59:49Z,new,,2020-01-30 08:01:01.387 UTC
Red-13,4b1c5f5...0d6,2020-02-04T18:42:03Z,new,,2020-02-04 18:43:03.176 UTC
Red-13,32150c7...0fd,2020-02-04T18:59:45Z,new,,2020-02-04 19:01:02.821 UTC
Blue-17,4a04f3c...d07,2020-02-05T22:22:38Z,new,,2020-02-05 22:25:03.199 UTC
Blue-17,12cd6c0...733,2020-02-05T22:32:45Z,new,,2020-02-05 22:33:03.209 UTC
Blue-01,8b15a97...ed9,2020-01-30T10:22:18Z,new,,2020-01-30 10:23:01.956 UTC
Red-09,346c109...253,2020-01-31T23:00:02Z,new,,2020-01-31 23:01:01.489 UTC
Red-09,35e4f97...0a3,2020-01-31T23:12:04Z,new,,2020-01-31 23:13:02.023 UTC
Red-09,761c850...88f,2020-01-31T23:58:40Z,new,,2020-01-31 23:59:01.520 UTC
Blue-14,86922bb...fee,2020-01-29T06:45:09Z,new,,2020-01-29 06:48:01.911 UTC
Blue-15,71866f4...7d9,2020-02-01T07:28:09Z,new,,2020-02-01 07:29:01.902 UTC
Blue-15,bafa817...f02,2020-02-01T07:38:14Z,new,,2020-02-01 07:39:02.354 UTC
Yellow-00,00bea6b...cdb,2020-01-28T23:43:42Z,new,,2020-01-28 23:48:46.028 UTC
Blue-03,77583cb...103,2020-01-29T06:21:23Z,new,,2020-01-29 06:24:01.244 UTC
Blue-11,d07afd7...fa3,2020-01-29T06:24:57Z,new,,2020-01-29 06:36:01.299 UTC
Yellow-13,bbe76d6...104,2020-01-29T06:35:45Z,new,,2020-01-29 06:36:01.299 UTC
Blue-00,fc7bf03...320,2020-01-29T06:36:51Z,new,,2020-01-29 06:45:02.438 UTC
Blue-14,b91bb4d...112,2020-01-29T06:39:28Z,new,,2020-01-29 06:45:02.438 UTC
Yellow-04,c264bc8...a0d,2020-01-29T06:41:55Z,new,,2020-01-29 06:45:02.438 UTC
Red-01,e90c091...d2b,2020-01-29T07:52:34Z,new,,2020-01-29 07:54:01.265 UTC
Blue-05,6ecbdae...3e8,2020-01-29T07:56:06Z,new,,2020-01-29 08:06:01.239 UTC
Blue-06,3aae3ad...6ea,2020-01-29T13:28:23Z,new,,2020-01-29 13:36:01.262 UTC
Blue-08,4cb017f...664,2020-01-29T16:53:28Z,new,,2020-01-29 17:06:01.241 UTC
Blue-02,467cc76...895,2020-01-29T17:14:30Z,new,,2020-01-29 17:24:01.322 UTC
Yellow-08,296f97a...6d5,2020-01-29T17:32:50Z,new,,2020-01-29 17:36:01.252 UTC
Yellow-03,7c8304c...7b2,2020-01-29T18:28:32Z,new,,2020-01-29 18:36:01.282 UTC
Blue-04,8763e57...a3d,2020-01-29T18:56:34Z,new,,2020-01-29 19:06:01.301 UTC
Red-12,d703524...967,2020-01-29T19:00:49Z,new,,2020-01-29 19:06:01.301 UTC
Red-11,a1b2084...1c8,2020-01-29T19:03:33Z,new,,2020-01-29 19:15:02.995 UTC
Red-10,689142f...15a,2020-01-29T19:40:41Z,new,,2020-01-29 19:45:02.850 UTC
Yellow-07,c432581...8a4,2020-01-29T19:48:25Z,new,,2020-01-29 19:54:01.285 UTC
Blue-13,fb6cb20...9a4,2020-01-29T19:52:06Z,new,,2020-01-29 19:54:01.285 UTC
Red-09,0b37a38...4c0,2020-01-29T19:53:01Z,new,,2020-01-29 19:54:01.285 UTC
Yellow-01,f7d10b3...f92,2020-01-29T20:03:16Z,new,,2020-01-29 20:15:03.009 UTC
Blue-16,59a3a25...9eb,2020-01-29T20:09:42Z,new,,2020-01-29 20:15:03.009 UTC
Red-06,12a0de4...67c,2020-01-29T20:30:43Z,new,,2020-01-29 20:36:01.283 UTC
Blue-01,454e43f...a48,2020-01-29T20:42:14Z,new,,2020-01-29 20:45:03.140 UTC
Yellow-09,20e62bd...f2f,2020-01-29T21:14:25Z,new,,2020-01-29 21:24:01.266 UTC
Red-07,68ba4a8...98d,2020-01-29T22:21:18Z,new,,2020-01-29 22:24:01.496 UTC
Red-00,a599565...720,2020-01-29T22:21:50Z,new,,2020-01-29 22:24:01.496 UTC
Blue-17,18a1d23...b46,2020-01-29T22:23:27Z,new,,2020-01-29 22:36:01.252 UTC
Red-03,50710c8...3e8,2020-01-29T22:24:17Z,new,,2020-01-29 22:36:01.252 UTC
Red-08,4bbcdcc...f2b,2020-01-29T22:28:26Z,new,,2020-01-29 22:36:01.252 UTC
Red-02,6f554ed...dc3,2020-01-29T22:31:58Z,new,,2020-01-29 22:36:01.252 UTC
Blue-07,8ffe71f...5f4,2020-01-29T23:00:26Z,new,,2020-01-29 23:06:01.251 UTC
Red-04,1b22ba0...e26,2020-01-29T23:13:35Z,new,,2020-01-29 23:24:01.637 UTC
Red-14,d1a2479...cb2,2020-01-29T23:43:58Z,new,,2020-01-29 23:54:01.532 UTC
Yellow-06,c4aa3e0...eb6,2020-01-30T04:05:31Z,new,,2020-01-30 04:15:02.369 UTC
Blue-12,197f389...7db,2020-01-30T04:26:32Z,new,,2020-01-30 04:36:01.273 UTC
Blue-10,a040ea9...1f7,2020-01-30T07:53:39Z,new,,2020-01-30 08:05:01.850 UTC
Yellow-11,2e5fb44...ab1,2020-01-31T04:18:13Z,new,,2020-01-31 04:25:01.997 UTC
Red-05,26ca1bb...ca5,2020-01-31T08:47:29Z,new,,2020-01-31 08:55:01.837 UTC
Red-13,b65c0e9...d7a,2020-01-31T20:02:47Z,new,,2020-01-31 20:05:01.887 UTC
Blue-15,764ce36...7df,2020-01-31T20:21:51Z,new,,2020-01-31 20:25:02.008 UTC
Yellow-10,60a9f55...0ae,2020-02-03T00:43:37Z,new,,2020-02-03 00:47:03.311 UTC
Yellow-12,4abff3a...b67,2020-02-03T02:21:37Z,new,,2020-02-03 02:27:03.280 UTC
Blue-09,3801ed4...b31,2020-02-03T21:45:48Z,new,,2020-02-03 21:57:03.290 UTC
Yellow-05,d402c6d...7ff,2020-02-05T17:34:22Z,new,,2020-02-05 17:37:03.567 UTC
Yellow-02,ff8e66e...15a,2020-02-05T19:37:35Z,new,,2020-02-05 19:47:04.527 UTC
Blue-11,6b29345...3b9,2020-01-31T02:18:40Z,new,,2020-01-31 02:19:01.413 UTC
Yellow-04,84411e3...106,2020-01-30T02:50:52Z,new,,2020-01-30 02:51:01.400 UTC
Yellow-04,8492b3c...bf1,2020-01-30T03:11:59Z,new,,2020-01-30 03:12:01.622 UTC
Yellow-04,75809f3...aa9,2020-01-30T06:57:29Z,new,,2020-01-30 06:59:02.302 UTC
Blue-03,a35a8d8...aee,2020-02-01T17:24:54Z,new,,2020-02-01 17:27:02.855 UTC
Blue-03,a2d0c14...a62,2020-02-01T17:36:27Z,new,,2020-02-01 17:37:02.341 UTC
Yellow-01,1c620e3...76c,2020-02-03T21:10:02Z,new,,2020-02-03 22:09:02.311 UTC
Yellow-01,557bdba...992,2020-02-03T21:11:27Z,new,,2020-02-03 22:09:02.311 UTC
Yellow-01,cdc2124...653,2020-02-03T21:23:40Z,new,,2020-02-03 22:09:02.311 UTC
Yellow-01,121e0c5...d72,2020-02-03T22:07:50Z,new,,2020-02-03 22:09:02.311 UTC
Yellow-01,0140fbc...5a8,2020-02-03T22:08:19Z,new,,2020-02-03 22:09:02.311 UTC
Blue-04,503053b...1e2,2020-01-29T19:32:07Z,new,,2020-01-29 19:33:02.416 UTC
Blue-04,1dca963...492,2020-01-31T21:45:46Z,new,,2020-01-31 21:47:01.962 UTC
Blue-04,c791061...e5f,2020-02-01T12:57:45Z,new,,2020-02-01 12:59:01.955 UTC
Red-00,2a15922...6ce,2020-02-01T04:04:28Z,new,,2020-02-01 04:05:02.028 UTC
Red-00,2d2647d...ecb,2020-02-01T19:22:50Z,new,,2020-02-01 19:23:02 UTC
Yellow-13,ce78b2f...a29,2020-01-29T06:45:12Z,new,,2020-01-29 06:48:01.911 UTC
Yellow-13,2505448...60f,2020-01-29T06:59:44Z,new,,2020-01-29 07:00:01.486 UTC
Yellow-13,6c2bc9e...736,2020-01-29T19:31:55Z,new,,2020-01-29 19:33:02.416 UTC
Yellow-13,1dbf898...192,2020-01-29T19:41:15Z,new,,2020-01-29 19:42:01.562 UTC
Yellow-13,7292061...5b7,2020-01-29T20:18:59Z,new,,2020-01-29 20:21:01.395 UTC
Yellow-13,57ea778...fa7,2020-01-29T20:48:36Z,new,,2020-01-29 20:51:01.396 UTC
Red-08,9cbbfdb...af7,2020-01-30T02:34:55Z,new,,2020-01-30 02:36:01.901 UTC
Red-03,562d350...fae,2020-02-03T08:02:38Z,new,,2020-02-03 08:03:03.321 UTC
Red-03,6579b8c...89c,2020-02-03T08:06:05Z,new,,2020-02-03 08:07:03.747 UTC
Red-03,f44bdf7...025,2020-02-03T08:27:11Z,new,,2020-02-03 08:29:02.176 UTC
Red-03,b9add61...014,2020-02-03T08:27:23Z,new,,2020-02-03 08:29:02.176 UTC
Red-03,1f44164...e20,2020-02-03T08:44:56Z,new,,2020-02-03 08:45:03.179 UTC
Red-07,e4aee60...ce8,2020-02-02T21:12:48Z,new,,2020-02-02 21:13:01.888 UTC
Red-07,4fdd088...f02,2020-02-02T21:39:35Z,new,,2020-02-02 21:41:01.978 UTC
Red-11,72b1c81...6b6,2020-02-02T01:40:42Z,new,,2020-02-02 01:47:02.423 UTC
Red-02,1c6efec...0b0,2020-02-02T04:42:52Z,new,,2020-02-02 05:37:02.545 UTC
Red-02,5149594...060,2020-02-02T04:55:18Z,new,,2020-02-02 05:37:02.545 UTC
Red-02,1c7a856...44f,2020-02-02T05:16:07Z,new,,2020-02-02 05:37:02.545 UTC
Red-02,a29b8dd...9ce,2020-02-02T05:34:09Z,new,,2020-02-02 05:37:02.545 UTC
Red-02,6b532dc...f6e,2020-02-02T05:35:12Z,new,,2020-02-02 05:37:02.545 UTC
Yellow-06,978e79c...599,2020-01-31T04:41:04Z,new,,2020-01-31 04:43:02.017 UTC
Yellow-06,0a04602...93d,2020-01-31T21:52:30Z,new,,2020-01-31 21:53:01.994 UTC
Yellow-11,db680e7...62c,2020-02-02T23:51:42Z,new,,2020-02-02 23:53:03.400 UTC
Red-06,a20db68...f7d,2020-01-30T02:35:07Z,new,,2020-01-30 02:36:01.901 UTC
Red-01,d705693...2af,2020-01-29T23:25:56Z,new,,2020-01-29 23:27:01.754 UTC
Red-01,058507a...36b,2020-01-29T23:55:09Z,new,,2020-01-29 23:57:01.820 UTC
Red-01,cd85376...b30,2020-01-30T00:18:21Z,new,,2020-01-30 00:21:01.361 UTC
Blue-09,0778675...7ca,2020-02-05T03:39:37Z,new,,2020-02-05 03:41:02.773 UTC
Blue-09,e674b01...783,2020-02-06T03:55:33Z,new,,2020-02-06 03:57:03.150 UTC
Blue-09,76af617...007,2020-02-06T04:16:47Z,new,,2020-02-06 04:17:03.215 UTC
Blue-09,a26406b...015,2020-02-06T04:31:33Z,new,,2020-02-06 04:33:06.210 UTC
Blue-05,3a1cbb1...413,2020-01-31T22:29:23Z,new,,2020-01-31 22:31:01.482 UTC
Blue-05,a58c7db...4fd,2020-01-31T22:35:52Z,new,,2020-01-31 22:37:02.064 UTC
Blue-05,a444405...e0a,2020-02-01T01:09:26Z,new,,2020-02-01 01:11:01.414 UTC
Blue-05,ebde9b2...b30,2020-02-01T01:17:05Z,new,,2020-02-01 01:19:01.531 UTC
Yellow-05,4fcdaa7...cfe,2020-02-06T00:39:14Z,new,,2020-02-06 00:27:03.552 UTC
Yellow-05,5c2ca5d...232,2020-02-06T01:59:29Z,new,,2020-02-06 01:49:02.250 UTC
Yellow-05,d5a51ac...1a6,2020-02-06T02:14:09Z,new,,2020-02-06 02:03:03.554 UTC
Yellow-05,304c856...08e,2020-02-06T02:45:00Z,new,,2020-02-06 02:33:03.346 UTC
Blue-13,2d6ef19...a1b,2020-02-05T07:56:01Z,new,,2020-02-05 07:57:03.401 UTC
Blue-13,50ad1ae...ca6,2020-02-05T08:15:06Z,new,,2020-02-05 08:17:03.365 UTC
Blue-13,b93ffb0...e03,2020-02-05T20:12:48Z,new,,2020-02-05 20:13:03.334 UTC
Blue-13,250940e...027,2020-02-05T20:15:26Z,new,,2020-02-05 20:17:03.359 UTC
Blue-13,1ab9e88...15d,2020-02-05T20:29:40Z,new,,2020-02-05 20:31:02.847 UTC
Blue-13,20ca2ba...be2,2020-02-05T22:08:43Z,new,,2020-02-05 22:09:02.300 UTC
Blue-13,b8fd9ef...4ad,2020-02-05T22:23:54Z,new,,2020-02-05 22:25:03.199 UTC
Blue-13,f908513...ecf,2020-02-05T23:01:44Z,new,,2020-02-05 23:03:03.490 UTC
Blue-13,723c737...22b,2020-02-05T23:20:04Z,new,,2020-02-05 23:21:02.871 UTC
Yellow-09,37f0eb8...25a,2020-01-29T22:46:40Z,new,,2020-01-29 22:48:01.555 UTC
Yellow-09,9f7fa99...60f,2020-01-29T23:05:52Z,new,,2020-01-29 23:06:01.251 UTC
Yellow-09,c42689b...92c,2020-01-30T00:49:46Z,new,,2020-01-30 00:51:01.371 UTC
Blue-07,2712102...929,2020-02-02T19:06:22Z,new,,2020-02-02 19:07:02.518 UTC
Blue-07,43ba9e5...36e,2020-02-03T02:02:03Z,new,,2020-02-03 02:03:03.487 UTC
Blue-07,d6795e1...d7d,2020-02-04T00:31:32Z,new,,2020-02-04 00:33:03.168 UTC
Blue-07,44f65dd...16d,2020-02-04T00:57:52Z,new,,2020-02-04 00:59:02.240 UTC
Blue-07,38e96be...394,2020-02-06T01:09:00Z,new,,2020-02-06 01:11:02.748 UTC
Blue-07,944486e...86e,2020-02-06T01:28:16Z,new,,2020-02-06 01:29:02.226 UTC
Blue-07,d570ee7...782,2020-02-06T02:47:26Z,new,,2020-02-06 02:49:02.484 UTC
Blue-07,b3e400f...7c5,2020-02-06T04:27:14Z,new,,2020-02-06 04:29:02.197 UTC
Blue-07,e48042b...911,2020-02-06T04:37:43Z,new,,2020-02-06 04:39:02.141 UTC
Yellow-00,00bea6b...cdb,,err:1,,2020-01-28 23:50:24.660061 UTC
Yellow-00,88b092c...e32,,err:1,,2020-01-28 23:49:59.218155 UTC
Yellow-00,00bea6b...cdb,,err:1,,2020-01-28 23:49:10.435188 UTC
Yellow-00,00bea6b...cdb,,err:1,,2020-01-28 23:49:10.576906 UTC
Yellow-00,da849cc...049,,graded,"0000,0/9,0/0,0/1",2020-01-27 06:46:48.746721 UTC
Blue-05,3a1cbb1...413,,graded,"0000,0/10,0/6,0/7",2020-01-31 22:34:18.427113 UTC
Blue-05,a58c7db...4fd,,graded,"0000,0/10,0/6,0/7",2020-01-31 22:40:14.569300 UTC
Yellow-04,84411e3...106,,graded,"0000,0/10,0/6,0/7",2020-01-30 02:54:17.233527 UTC
Blue-09,0778675...7ca,,graded,"0000,0/10,0/6,0/7",2020-02-05 03:44:23.292898 UTC
Blue-10,aa99229...06a,,graded,"0000,0/10,0/6,0/7",2020-02-02 06:54:20.076634 UTC
Yellow-12,35d5099...b61,,graded,"0000,0/10,0/6,0/7",2020-02-03 10:08:22.669772 UTC
Yellow-03,3606868...942,,graded,"0000,0/10,0/6,0/7",2020-02-04 00:22:23.565151 UTC
Yellow-07,0b8e967...810,,graded,"0000,0/10,0/6,0/7",2020-02-02 09:26:13.816130 UTC
Blue-14,8d1601d...bb5,,graded,"0000,0/10,0/6,0/7",2020-01-30 00:40:09.480769 UTC
Yellow-03,263ab3c...7e9,,graded,"0000,0/10,0/6,0/7",2020-02-04 00:24:18.572033 UTC
Red-12,93a5aac...1c8,,graded,"0000,0/10,0/6,0/7",2020-01-29 20:02:24.281406 UTC
Red-02,5149594...060,,graded,"0000,0/10,0/6,0/7",2020-02-02 05:42:15.416958 UTC
Red-04,c9e8a40...acd,,graded,"0000,0/10,0/6,0/7",2020-01-30 08:02:23.471124 UTC
Yellow-09,9f7fa99...60f,,graded,"0000,0/10,0/6,0/7",2020-01-29 23:10:09.844775 UTC
Yellow-01,557bdba...992,,graded,"0000,0/10,0/6,0/7",2020-02-03 22:14:46.030317 UTC
Red-05,875a278...21e,,graded,"0000,0/10,0/6,0/7",2020-02-03 02:38:25.241633 UTC
Red-14,c0ba660...867,,graded,"0000,0/10,0/6,0/7",2020-02-05 19:18:24.209900 UTC
Blue-13,20ca2ba...be2,,graded,"0000,0/10,0/6,0/7",2020-02-05 22:12:29.976199 UTC
Blue-13,1ab9e88...15d,,graded,"0000,0/10,0/6,0/7",2020-02-05 20:34:20.405376 UTC
Yellow-13,6c2bc9e...736,,graded,"0000,0/10,0/6,0/7",2020-01-29 19:36:15.535025 UTC
Red-03,562d350...fae,,graded,"0000,0/10,0/6,0/7",2020-02-03 08:06:32.077282 UTC
Blue-09,e674b01...783,,graded,"0000,0/10,0/6,0/7",2020-02-06 04:01:13.666984 UTC
Blue-10,123c502...fcf,,graded,"0000,0/10,0/6,0/7",2020-02-02 07:26:17.697545 UTC
Red-05,c2f6af9...447,,graded,"10000,10/10,6/6,7/7",2020-02-03 04:44:16.881739 UTC
Red-11,72b1c81...6b6,,graded,"10000,10/10,6/6,7/7",2020-02-02 01:50:15.637526 UTC
Yellow-05,304c856...08e,,graded,"10000,10/10,6/6,7/7",2020-02-06 02:36:23.063485 UTC
Red-01,cd85376...b30,,graded,"10000,10/10,6/6,7/7",2020-01-30 00:24:12.415040 UTC
Yellow-13,57ea778...fa7,,graded,"10000,10/10,6/6,7/7",2020-01-29 20:54:28.938325 UTC
Red-04,3eca83c...2d3,,graded,"10000,10/10,6/6,7/7",2020-01-30 09:48:13.850998 UTC
Blue-10,d9a9068...06c,,graded,"10000,10/10,6/6,7/7",2020-02-02 10:24:21.158631 UTC
Yellow-08,e16a234...ecb,,graded,"10000,10/10,6/6,7/7",2020-01-31 03:16:17.066379 UTC
Red-06,a20db68...f7d,,graded,"10000,10/10,6/6,7/7",2020-01-30 02:44:16.020124 UTC
Blue-00,f8ffccb...c23,,graded,"10000,10/10,6/6,7/7",2020-02-01 02:34:15.528980 UTC
Yellow-01,0140fbc...5a8,,graded,"10000,10/10,6/6,7/7",2020-02-03 22:20:21.628607 UTC
Blue-01,8b15a97...ed9,,graded,"10000,10/10,6/6,7/7",2020-01-30 10:26:14.182223 UTC
Yellow-06,978e79c...599,,graded,"10000,10/10,6/6,7/7",2020-01-31 04:46:15.940759 UTC
Blue-16,a99b196...c63,,graded,"10000,10/10,6/6,7/7",2020-02-01 19:02:13.323073 UTC
Blue-13,723c737...22b,,graded,"10000,10/10,6/6,7/7",2020-02-05 23:24:24.165575 UTC
Blue-06,b39650e...e89,,graded,"10000,10/10,6/6,7/7",2020-01-30 13:46:10.918196 UTC
Blue-14,3d9bd1d...8fc,,graded,"10000,10/10,6/6,7/7",2020-01-30 02:38:12.580485 UTC
Blue-14,5fc2f42...222,,graded,"10000,10/10,6/6,7/7",2020-01-30 02:36:12.990473 UTC
Blue-02,3689364...c5f,,graded,"10000,10/10,6/6,7/7",2020-02-01 02:20:16.670162 UTC
Blue-05,ebde9b2...b30,,graded,"10000,10/10,6/6,7/7",2020-02-01 01:24:15.532901 UTC
Yellow-02,2ea475e...269,,graded,"10000,10/10,6/6,7/7",2020-02-05 20:42:24.226828 UTC
Blue-15,bafa817...f02,,graded,"10000,10/10,6/6,7/7",2020-02-01 07:42:17.845574 UTC
Blue-04,c791061...e5f,,graded,"10000,10/10,6/6,7/7",2020-02-01 13:02:12.111623 UTC
Red-12,910396f...c37,,graded,"10000,10/10,6/6,7/7",2020-01-29 20:04:10.502958 UTC
Blue-03,a2d0c14...a62,,graded,"10000,10/10,6/6,7/7",2020-02-01 17:40:10.462957 UTC
Blue-11,6b29345...3b9,,graded,"10000,10/10,6/6,7/7",2020-01-31 02:22:52.518458 UTC
Red-08,9cbbfdb...af7,,graded,"10000,10/10,6/6,7/7",2020-01-30 02:42:12.293463 UTC
Blue-14,600aad6...c8f,,graded,"10000,10/10,6/6,7/7",2020-01-30 08:04:14.676717 UTC
Red-02,a29b8dd...9ce,,graded,"10000,10/10,6/6,7/7",2020-02-02 05:46:10.940032 UTC
