id,sha,author_date,status,score,updated_at
Yellow-02,f42ade3...c78,2020-01-27T20:45:53Z,new,,2020-01-27 20:50:01.405 UTC
Yellow-02,f0ff853...500,2020-01-28T18:32:57Z,new,,2020-01-28 18:35:01.458 UTC
Yellow-02,def5401...d84,2020-01-29T19:49:03Z,new,,2020-01-29 19:50:01.417 UTC
Yellow-02,81f8122...bff,2020-01-29T20:20:20Z,new,,2020-01-29 20:25:02.452 UTC
Yellow-02,7f7201e...c61,2020-01-29T20:34:43Z,new,,2020-01-29 20:35:02.872 UTC
Yellow-02,79cf96e...a42,2020-01-29T20:41:44Z,new,,2020-01-29 20:45:03.011 UTC
Yellow-02,6b19175...01d,2020-01-29T20:42:47Z,new,,2020-01-29 20:45:03.011 UTC
Yellow-02,d7be64e...fb3,2020-01-29T22:15:06Z,new,,2020-01-29 22:19:01.405 UTC
Yellow-02,ea332e0...83b,2020-01-29T22:32:37Z,new,,2020-01-29 22:34:01.250 UTC
Yellow-02,2694cc2...371,2020-01-30T05:39:14Z,new,,2020-01-30 05:44:01.485 UTC
Yellow-00,04658c3...cdf,2020-01-23T02:58:27Z,new,,2020-01-25 08:48:46.382374 UTC
Yellow-00,04658c3...cdf,2020-01-23T02:58:27Z,new,,2020-01-23 02:58:27 UTC
Yellow-00,04658c3...cdf,2020-01-23T02:58:27Z,new,,2020-01-25 08:52:15.662553 UTC
Yellow-00,04658c3...cdf,2020-01-23T02:58:27Z,new,,2020-01-25 08:51:35.453448 UTC
Yellow-00,1dbdbe4...d46,2020-01-23T03:47:18Z,new,,2020-01-25 08:48:46.382374 UTC
Yellow-00,1dbdbe4...d46,2020-01-23T03:47:18Z,new,,2020-01-23 03:47:18 UTC
Yellow-00,1dbdbe4...d46,2020-01-23T03:47:18Z,new,,2020-01-25 08:52:15.662553 UTC
Yellow-00,1dbdbe4...d46,2020-01-23T03:47:18Z,new,,2020-01-25 08:51:35.453448 UTC
Yellow-00,983b515...53c,2020-01-23T06:28:06Z,new,,2020-01-25 08:52:15.662553 UTC
Yellow-00,983b515...53c,2020-01-23T06:28:06Z,new,,2020-01-25 08:48:46.382374 UTC
Yellow-00,983b515...53c,2020-01-23T06:28:06Z,new,,2020-01-23 06:28:06 UTC
Yellow-00,983b515...53c,2020-01-23T06:28:06Z,new,,2020-01-25 08:51:35.453448 UTC
Yellow-00,0948eda...ec7,2020-01-23T06:50:05Z,new,,2020-01-25 08:52:15.662553 UTC
Yellow-00,0948eda...ec7,2020-01-23T06:50:05Z,new,,2020-01-25 08:51:35.453448 UTC
Yellow-00,0948eda...ec7,2020-01-23T06:50:05Z,new,,2020-01-25 08:48:46.382374 UTC
Yellow-00,0948eda...ec7,2020-01-23T06:50:05Z,new,,2020-01-23 06:50:05 UTC
Blue-12,c0a2c80...0ae,2020-01-24T01:53:16Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-12,c0a2c80...0ae,2020-01-24T01:53:16Z,new,,2020-01-24 01:53:16 UTC
Blue-12,c0a2c80...0ae,2020-01-24T01:53:16Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-12,c0a2c80...0ae,2020-01-24T01:53:16Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-12,27c27d2...664,2020-01-28T02:13:35Z,new,,2020-01-28 02:15:01.579 UTC
Blue-12,0aeb2a9...37d,2020-01-28T03:01:36Z,new,,2020-01-28 03:05:01.411 UTC
Blue-12,17131e7...82c,2020-01-28T03:09:21Z,new,,2020-01-28 03:10:01.391 UTC
Blue-12,0005e9f...9bf,2020-01-28T03:27:50Z,new,,2020-01-28 03:30:01.585 UTC
Blue-12,1dbdffd...b04,2020-01-28T03:41:48Z,new,,2020-01-28 03:45:01.588 UTC
Blue-12,faecb29...358,2020-01-28T20:25:41Z,new,,2020-01-28 20:30:01.574 UTC
Blue-12,3b3242d...c41,2020-01-29T01:33:42Z,new,,2020-01-29 01:35:01.888 UTC
Blue-12,36174f1...a02,2020-01-29T01:36:37Z,new,,2020-01-29 01:40:01.231 UTC
Blue-12,1bc3e81...2be,2020-01-29T02:06:45Z,new,,2020-01-29 02:10:01.287 UTC
Blue-12,5f44527...4cf,2020-01-29T05:45:51Z,new,,2020-01-29 05:50:01.370 UTC
Blue-12,2b8c821...1c9,2020-01-29T18:17:07Z,new,,2020-01-29 18:20:01.374 UTC
Blue-10,c1bde3f...f45,2020-01-27T03:32:15Z,new,,2020-01-27 03:35:01.334 UTC
Blue-10,68ef73b...7ae,2020-01-27T12:06:22Z,new,,2020-01-27 12:10:01.338 UTC
Blue-10,9f96f8c...955,2020-01-27T13:00:41Z,new,,2020-01-27 13:05:01.402 UTC
Blue-10,f9e0785...757,2020-01-27T13:19:30Z,new,,2020-01-27 13:20:01.368 UTC
Blue-10,2dd5211...879,2020-01-27T13:47:01Z,new,,2020-01-27 13:50:01.406 UTC
Blue-10,ba13591...0aa,2020-01-27T14:02:01Z,new,,2020-01-27 14:05:01.398 UTC
Blue-16,3aa792e...b1c,2020-01-25T18:55:46Z,new,,2020-01-27 03:10:01.528 UTC
Blue-16,7c4a625...49f,2020-01-25T19:18:03Z,new,,2020-01-27 03:10:01.528 UTC
Blue-16,af89eaa...46d,2020-01-27T03:07:28Z,new,,2020-01-27 03:10:01.528 UTC
Blue-16,8cf9081...0bf,2020-01-27T03:14:28Z,new,,2020-01-27 03:15:01.412 UTC
Blue-16,069a3dc...214,2020-01-27T03:16:22Z,new,,2020-01-27 03:20:01.507 UTC
Blue-16,a4ac69c...b93,2020-01-28T01:27:50Z,new,,2020-01-28 01:30:01.595 UTC
Blue-16,7880f88...2e3,2020-01-28T01:30:33Z,new,,2020-01-28 01:35:01.366 UTC
Blue-16,cbd0c9d...551,2020-01-28T03:21:30Z,new,,2020-01-28 03:25:01.833 UTC
Blue-16,34c1ff5...0fd,2020-01-28T22:02:33Z,new,,2020-01-28 22:05:01.436 UTC
Blue-16,9151a9b...e53,2020-01-29T18:30:36Z,new,,2020-01-29 18:35:02.824 UTC
Blue-16,6563b2d...2df,2020-01-29T18:32:06Z,new,,2020-01-29 18:35:02.824 UTC
Red-05,a7bf91c...040,2020-01-24T21:07:43Z,new,,2020-01-24 21:07:43 UTC
Red-05,a7bf91c...040,2020-01-24T21:07:43Z,new,,2020-01-25 08:51:35.453448 UTC
Red-05,a7bf91c...040,2020-01-24T21:07:43Z,new,,2020-01-25 08:48:46.382374 UTC
Red-05,a7bf91c...040,2020-01-24T21:07:43Z,new,,2020-01-25 08:52:15.662553 UTC
Red-05,b9ff767...821,2020-01-25T04:04:27Z,new,,2020-01-25 04:04:27 UTC
Red-05,b9ff767...821,2020-01-25T04:04:27Z,new,,2020-01-25 08:51:35.453448 UTC
Red-05,b9ff767...821,2020-01-25T04:04:27Z,new,,2020-01-25 08:48:46.382374 UTC
Red-05,b9ff767...821,2020-01-25T04:04:27Z,new,,2020-01-25 08:52:15.662553 UTC
Red-05,833cad1...2a5,2020-01-26T07:57:21Z,new,,2020-01-26 08:00:01.739 UTC
Red-05,360d265...111,2020-01-27T00:45:25Z,new,,2020-01-27 00:50:01.569 UTC
Red-05,f64e248...fb5,2020-01-27T00:51:55Z,new,,2020-01-27 00:55:01.355 UTC
Red-05,9c4b0e9...6ec,2020-01-27T02:19:34Z,new,,2020-01-27 02:20:01.568 UTC
Red-05,257bfa9...dec,2020-01-27T02:40:55Z,new,,2020-01-27 02:45:01.364 UTC
Red-05,84cd4be...645,2020-01-27T02:54:19Z,new,,2020-01-27 02:55:01.409 UTC
Red-12,16b8877...6dd,2020-01-23T06:50:30Z,new,,2020-01-25 08:48:46.382374 UTC
Red-12,16b8877...6dd,2020-01-23T06:50:30Z,new,,2020-01-23 06:50:30 UTC
Red-12,16b8877...6dd,2020-01-23T06:50:30Z,new,,2020-01-25 08:52:15.662553 UTC
Red-12,16b8877...6dd,2020-01-23T06:50:30Z,new,,2020-01-25 08:51:35.453448 UTC
Red-12,327219b...8f7,2020-01-23T07:53:24Z,new,,2020-01-25 08:52:15.662553 UTC
Red-12,327219b...8f7,2020-01-23T07:53:24Z,new,,2020-01-23 07:53:24 UTC
Red-12,327219b...8f7,2020-01-23T07:53:24Z,new,,2020-01-25 08:48:46.382374 UTC
Red-12,327219b...8f7,2020-01-23T07:53:24Z,new,,2020-01-25 08:51:35.453448 UTC
Red-12,7412ff4...930,2020-01-23T17:34:28Z,new,,2020-01-25 08:48:46.382374 UTC
Red-12,7412ff4...930,2020-01-23T17:34:28Z,new,,2020-01-23 17:34:28 UTC
Red-12,7412ff4...930,2020-01-23T17:34:28Z,new,,2020-01-25 08:51:35.453448 UTC
Red-12,7412ff4...930,2020-01-23T17:34:28Z,new,,2020-01-25 08:52:15.662553 UTC
Red-12,aff3729...ab6,2020-01-23T17:45:02Z,new,,2020-01-23 17:45:02 UTC
Red-12,aff3729...ab6,2020-01-23T17:45:02Z,new,,2020-01-25 08:48:46.382374 UTC
Red-12,aff3729...ab6,2020-01-23T17:45:02Z,new,,2020-01-25 08:52:15.662553 UTC
Red-12,aff3729...ab6,2020-01-23T17:45:02Z,new,,2020-01-25 08:51:35.453448 UTC
Red-12,f198077...950,2020-01-23T18:21:29Z,new,,2020-01-25 08:52:15.662553 UTC
Red-12,f198077...950,2020-01-23T18:21:29Z,new,,2020-01-25 08:48:46.382374 UTC
Red-12,f198077...950,2020-01-23T18:21:29Z,new,,2020-01-23 18:21:29 UTC
Red-12,f198077...950,2020-01-23T18:21:29Z,new,,2020-01-25 08:51:35.453448 UTC
Red-12,bfa5ec3...e70,2020-01-23T18:42:00Z,new,,2020-01-25 08:52:15.662553 UTC
Red-12,bfa5ec3...e70,2020-01-23T18:42:00Z,new,,2020-01-23 18:42:00 UTC
Red-12,bfa5ec3...e70,2020-01-23T18:42:00Z,new,,2020-01-25 08:51:35.453448 UTC
Red-12,bfa5ec3...e70,2020-01-23T18:42:00Z,new,,2020-01-25 08:48:46.382374 UTC
Red-12,2a17aa5...92b,2020-01-24T06:19:53Z,new,,2020-01-25 08:48:46.382374 UTC
Red-12,2a17aa5...92b,2020-01-24T06:19:53Z,new,,2020-01-24 06:19:53 UTC
Red-12,2a17aa5...92b,2020-01-24T06:19:53Z,new,,2020-01-25 08:51:35.453448 UTC
Red-12,2a17aa5...92b,2020-01-24T06:19:53Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,49da840...dec,2020-01-23T04:37:42Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,49da840...dec,2020-01-23T04:37:42Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-06,49da840...dec,2020-01-23T04:37:42Z,new,,2020-01-23 04:37:42 UTC
Blue-06,49da840...dec,2020-01-23T04:37:42Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-06,11ba6ad...c30,2020-01-23T04:48:22Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-06,11ba6ad...c30,2020-01-23T04:48:22Z,new,,2020-01-23 04:48:22 UTC
Blue-06,11ba6ad...c30,2020-01-23T04:48:22Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,11ba6ad...c30,2020-01-23T04:48:22Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-06,5499c4b...2dc,2020-01-23T23:58:18Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-06,5499c4b...2dc,2020-01-23T23:58:18Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-06,5499c4b...2dc,2020-01-23T23:58:18Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,5499c4b...2dc,2020-01-23T23:58:18Z,new,,2020-01-23 23:58:18 UTC
Blue-06,e2ef537...b89,2020-01-24T00:06:57Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-06,e2ef537...b89,2020-01-24T00:06:57Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-06,e2ef537...b89,2020-01-24T00:06:57Z,new,,2020-01-24 00:06:57 UTC
Blue-06,e2ef537...b89,2020-01-24T00:06:57Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,f311438...f18,2020-01-24T00:14:31Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-06,f311438...f18,2020-01-24T00:14:31Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,f311438...f18,2020-01-24T00:14:31Z,new,,2020-01-24 00:14:31 UTC
Blue-06,f311438...f18,2020-01-24T00:14:31Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-06,cbede53...3ed,2020-01-24T02:37:03Z,new,,2020-01-24 02:37:03 UTC
Blue-06,cbede53...3ed,2020-01-24T02:37:03Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-06,cbede53...3ed,2020-01-24T02:37:03Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-06,cbede53...3ed,2020-01-24T02:37:03Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,caf3e1d...aa6,2020-01-24T03:08:45Z,new,,2020-01-24 03:08:45 UTC
Blue-06,caf3e1d...aa6,2020-01-24T03:08:45Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-06,caf3e1d...aa6,2020-01-24T03:08:45Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,caf3e1d...aa6,2020-01-24T03:08:45Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-06,4efe1a8...67c,2020-01-24T03:23:34Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-06,4efe1a8...67c,2020-01-24T03:23:34Z,new,,2020-01-24 03:23:34 UTC
Blue-06,4efe1a8...67c,2020-01-24T03:23:34Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,4efe1a8...67c,2020-01-24T03:23:34Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-06,cdd121b...3ff,2020-01-24T08:43:01Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-06,cdd121b...3ff,2020-01-24T08:43:01Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-06,cdd121b...3ff,2020-01-24T08:43:01Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,cdd121b...3ff,2020-01-24T08:43:01Z,new,,2020-01-24 08:43:01 UTC
Blue-06,9d96656...ad6,2020-01-24T09:08:04Z,new,,2020-01-24 09:08:04 UTC
Blue-06,9d96656...ad6,2020-01-24T09:08:04Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-06,9d96656...ad6,2020-01-24T09:08:04Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-06,9d96656...ad6,2020-01-24T09:08:04Z,new,,2020-01-25 08:51:35.453448 UTC
Yellow-07,640198f...28c,2020-01-27T07:49:42Z,new,,2020-01-27 07:50:01.876 UTC
Yellow-07,6bcbb0f...655,2020-01-27T08:25:21Z,new,,2020-01-27 08:30:01.551 UTC
Yellow-07,8f5f09f...390,2020-01-27T08:26:14Z,new,,2020-01-27 08:30:01.551 UTC
Yellow-07,d5ca6f4...12c,2020-01-27T20:09:45Z,new,,2020-01-27 20:10:01.447 UTC
Yellow-07,7c0cf5d...96b,2020-01-28T02:07:12Z,new,,2020-01-28 02:10:01.386 UTC
Red-14,2730eda...ac3,2020-01-29T06:24:37Z,new,,2020-01-29 06:25:02.461 UTC
Red-14,e748d0c...976,2020-01-29T19:44:37Z,new,,2020-01-29 19:45:02.835 UTC
Red-14,12986e0...e4d,2020-01-29T19:54:54Z,new,,2020-01-29 19:55:02.498 UTC
Blue-00,93e4aaa...dd5,2020-01-23T22:19:30Z,new,,2020-01-23 22:19:30 UTC
Blue-00,93e4aaa...dd5,2020-01-23T22:19:30Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-00,93e4aaa...dd5,2020-01-23T22:19:30Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-00,93e4aaa...dd5,2020-01-23T22:19:30Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-00,cec6f89...87d,2020-01-25T02:18:00Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-00,cec6f89...87d,2020-01-25T02:18:00Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-00,cec6f89...87d,2020-01-25T02:18:00Z,new,,2020-01-25 02:18:00 UTC
Blue-00,cec6f89...87d,2020-01-25T02:18:00Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-00,371796d...425,2020-01-25T02:20:47Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-00,371796d...425,2020-01-25T02:20:47Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-00,371796d...425,2020-01-25T02:20:47Z,new,,2020-01-25 02:20:47 UTC
Blue-00,371796d...425,2020-01-25T02:20:47Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-00,4699d07...261,2020-01-25T04:01:47Z,new,,2020-01-25 04:01:47 UTC
Blue-00,4699d07...261,2020-01-25T04:01:47Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-00,4699d07...261,2020-01-25T04:01:47Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-00,4699d07...261,2020-01-25T04:01:47Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-00,f5f90ea...270,2020-01-28T21:05:53Z,new,,2020-01-28 21:10:01.399 UTC
Blue-00,69e265d...fd3,2020-01-29T06:35:09Z,new,,2020-01-29 06:40:01.855 UTC
Blue-00,ebc7747...b7c,2020-01-29T06:36:10Z,new,,2020-01-29 06:40:01.855 UTC
Yellow-12,733518f...882,2020-01-29T05:33:44Z,new,,2020-01-29 05:35:02.473 UTC
Yellow-12,a33ab3c...39b,2020-01-29T10:18:24Z,new,,2020-01-29 10:20:01.364 UTC
Red-10,b7f88cd...580,2020-01-26T23:25:42Z,new,,2020-01-26 23:30:01.969 UTC
Red-10,708b50c...fa7,2020-01-26T23:36:58Z,new,,2020-01-26 23:40:01.458 UTC
Red-10,07de2cc...93f,2020-01-26T23:48:15Z,new,,2020-01-26 23:50:01.486 UTC
Yellow-03,7c4f818...8b3,2020-01-29T09:45:46Z,new,,2020-01-29 09:50:01.334 UTC
Yellow-03,ee22ac5...2d9,2020-01-29T09:58:48Z,new,,2020-01-29 10:00:01.516 UTC
Yellow-03,0dd605a...c8b,2020-01-29T10:11:20Z,new,,2020-01-29 10:15:02.952 UTC
Yellow-03,73701d2...b4c,2020-01-29T10:24:57Z,new,,2020-01-29 10:25:02.349 UTC
Yellow-03,d69db4f...70e,2020-01-29T18:06:19Z,new,,2020-01-29 18:10:01.224 UTC
Yellow-03,aa92dcc...bcd,2020-01-29T18:13:50Z,new,,2020-01-29 18:15:03.166 UTC
Red-04,62ce17a...5f5,2020-01-23T23:22:36Z,new,,2020-01-25 08:52:15.662553 UTC
Red-04,62ce17a...5f5,2020-01-23T23:22:36Z,new,,2020-01-23 23:22:36 UTC
Red-04,62ce17a...5f5,2020-01-23T23:22:36Z,new,,2020-01-25 08:48:46.382374 UTC
Red-04,62ce17a...5f5,2020-01-23T23:22:36Z,new,,2020-01-25 08:51:35.453448 UTC
Red-04,d5fcdc4...2c7,2020-01-23T23:47:04Z,new,,2020-01-25 08:51:35.453448 UTC
Red-04,d5fcdc4...2c7,2020-01-23T23:47:04Z,new,,2020-01-25 08:52:15.662553 UTC
Red-04,d5fcdc4...2c7,2020-01-23T23:47:04Z,new,,2020-01-23 23:47:04 UTC
Red-04,d5fcdc4...2c7,2020-01-23T23:47:04Z,new,,2020-01-25 08:48:46.382374 UTC
Red-04,dbb5e65...c62,2020-01-24T00:04:22Z,new,,2020-01-25 08:51:35.453448 UTC
Red-04,dbb5e65...c62,2020-01-24T00:04:22Z,new,,2020-01-24 00:04:22 UTC
Red-04,dbb5e65...c62,2020-01-24T00:04:22Z,new,,2020-01-25 08:52:15.662553 UTC
Red-04,dbb5e65...c62,2020-01-24T00:04:22Z,new,,2020-01-25 08:48:46.382374 UTC
Red-04,20f769d...ed1,2020-01-24T00:11:27Z,new,,2020-01-25 08:52:15.662553 UTC
Red-04,20f769d...ed1,2020-01-24T00:11:27Z,new,,2020-01-25 08:51:35.453448 UTC
Red-04,20f769d...ed1,2020-01-24T00:11:27Z,new,,2020-01-24 00:11:27 UTC
Red-04,20f769d...ed1,2020-01-24T00:11:27Z,new,,2020-01-25 08:48:46.382374 UTC
Red-04,b12a4ad...792,2020-01-24T00:18:04Z,new,,2020-01-25 08:52:15.662553 UTC
Red-04,b12a4ad...792,2020-01-24T00:18:04Z,new,,2020-01-25 08:48:46.382374 UTC
Red-04,b12a4ad...792,2020-01-24T00:18:04Z,new,,2020-01-24 00:18:04 UTC
Red-04,b12a4ad...792,2020-01-24T00:18:04Z,new,,2020-01-25 08:51:35.453448 UTC
Red-04,8573ef7...b86,2020-01-25T23:16:51Z,new,,2020-01-25 23:20:01.747 UTC
Red-04,6f11bde...fda,2020-01-25T23:17:58Z,new,,2020-01-25 23:20:01.747 UTC
Red-04,d01dcd4...f75,2020-01-25T23:31:15Z,new,,2020-01-25 23:35:01.501 UTC
Red-04,1715606...6f0,2020-01-26T21:42:35Z,new,,2020-01-26 21:45:01.429 UTC
Blue-14,17679fb...b2d,2020-01-25T00:27:53Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-14,17679fb...b2d,2020-01-25T00:27:53Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-14,17679fb...b2d,2020-01-25T00:27:53Z,new,,2020-01-25 00:27:53 UTC
Blue-14,17679fb...b2d,2020-01-25T00:27:53Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-14,4cf0ad0...9ee,2020-01-25T00:45:54Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-14,4cf0ad0...9ee,2020-01-25T00:45:54Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-14,4cf0ad0...9ee,2020-01-25T00:45:54Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-14,4cf0ad0...9ee,2020-01-25T00:45:54Z,new,,2020-01-25 00:45:54 UTC
Blue-14,25cb69d...280,2020-01-25T00:59:37Z,new,,2020-01-25 00:59:37 UTC
Blue-14,25cb69d...280,2020-01-25T00:59:37Z,new,,2020-01-25 08:52:15.662553 UTC
Blue-14,25cb69d...280,2020-01-25T00:59:37Z,new,,2020-01-25 08:48:46.382374 UTC
Blue-14,25cb69d...280,2020-01-25T00:59:37Z,new,,2020-01-25 08:51:35.453448 UTC
Blue-14,3741b9d...def,2020-01-26T20:56:43Z,new,,2020-01-26 21:00:01.582 UTC
Blue-14,8548eeb...99e,2020-01-26T21:25:00Z,new,,2020-01-26 21:25:01.449 UTC
Blue-14,794f43c...bf2,2020-01-27T19:50:01Z,new,,2020-01-27 19:55:01.369 UTC
Blue-14,0079de6...769,2020-01-28T02:01:21Z,new,,2020-01-28 02:05:01.347 UTC
Red-13,687e300...880,2020-01-27T23:13:12Z,new,,2020-01-27 23:15:01.691 UTC
Red-13,e331f3b...8bf,2020-01-28T02:11:55Z,new,,2020-01-28 02:15:01.579 UTC
Blue-17,fe11140...4ce,2020-01-27T06:19:12Z,new,,2020-01-27 06:20:01.351 UTC
Blue-17,90309d4...e63,2020-01-27T06:35:24Z,new,,2020-01-27 06:40:01.235 UTC
Blue-17,c6bc0a4...e5e,2020-01-28T07:20:31Z,new,,2020-01-28 07:25:01.883 UTC
Blue-01,e252bc4...992,2020-01-28T00:11:11Z,new,,2020-01-28 00:15:01.567 UTC
Blue-01,7be964b...614,2020-01-28T00:39:25Z,new,,2020-01-28 00:40:01.473 UTC
Blue-01,f5d4630...9e3,2020-01-28T06:15:00Z,new,,2020-01-28 06:15:01.573 UTC
Blue-01,5c58ae4...6e8,2020-01-28T06:28:02Z,new,,2020-01-28 06:30:01.643 UTC
Blue-01,bd69180...95f,2020-01-28T06:42:42Z,new,,2020-01-28 06:45:01.622 UTC
Blue-01,22a5869...2d5,2020-01-28T23:05:21Z,new,,2020-01-28 23:10:01.430 UTC
